is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_78_优质有限公司,外资,2021,AA,0.0522,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",6840805.0,5179709.0,814618,1661096,B,5729035,1566377,66797,4,7420229,3064462,100%,0,0,0,否,18374313,4486675,未命中,未命中,未命中,正常,291357,121034,118231,否,否,交通运输,北京分行
False,否,测试企业_79_优质有限公司,外资,2012,AAA,0.1521,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",15056778.0,10926110.0,2145177,4130668,A,8943876,1605438,176535,1,14026764,2645510,100%,0,0,0,否,6558523,1727718,未命中,未命中,未命中,正常,81392,39162,15049,否,否,交通运输,成都分行
True,是,测试企业_80_风险有限公司,合资,2011,C,0.7399,是,贷后检查：企业实际控制人失联，风险陡增。,32491749.0,33181672.0,-400326,-689923,C,7005,-126905,667,9,34682331,2184370,50%,5,8,210712,是,7700065,6772995,未命中,命中,命中,高风险,402986,372631,395394,是,否,建筑业,深圳分行
False,否,测试企业_81_优质有限公司,民营,2010,AA,0.0381,否,贷后检查：企业近期经营正常，无异常风险信号。,23269390.0,15636138.0,3866173,7633252,B,6220014,247727,194290,3,45850488,1809658,100%,0,0,0,否,16171008,5416346,未命中,未命中,未命中,正常,495316,61427,175727,否,否,计算机服务业,北京分行
False,否,测试企业_82_优质有限公司,民营,2018,AAA,0.0649,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",19332354.0,16018044.0,1661555,3314310,A,6155470,1185913,246452,3,38899890,1856252,100%,0,0,0,否,1725348,216810,未命中,未命中,未命中,正常,406551,77916,184860,否,否,批发零售,成都分行
True,是,测试企业_83_风险有限公司,合资,2012,C,0.6312,是,贷后检查：企业涉及诉讼，已冻结部分账户。,33301622.0,39219523.0,-2971549,-5917901,C,39193,-308091,2774,7,7151828,1205675,73%,4,6,409939,是,15191204,14472362,命中,命中,命中,高风险,310868,302581,304120,否,是,批发零售,北京分行
True,是,测试企业_84_风险有限公司,外资,2020,C,0.6329,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。",37170512.0,51058038.0,-6972671,-13887526,D,17047,-224029,857,6,28351224,1557620,73%,3,8,430361,是,16722903,14636245,未命中,未命中,命中,高风险,138986,127328,132957,是,是,交通运输,深圳分行
True,是,测试企业_85_风险有限公司,国有,2017,C,0.6463,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。",31968020.0,47455015.0,-7652655,-15486995,D,23054,-395137,4506,6,13580827,2868391,61%,4,5,802542,是,14202454,13636692,未命中,命中,命中,高风险,285340,228555,230433,否,是,批发零售,深圳分行
False,否,测试企业_86_优质有限公司,民营,2022,AA,0.0483,否,贷后检查：企业订单量稳定，现金流充裕。,12117750.0,8018223.0,2006987,4099527,A,3947717,592329,263574,1,13071338,1543810,100%,0,0,0,否,2252794,793627,未命中,未命中,未命中,正常,456311,225271,87496,否,否,批发零售,广州分行
False,否,测试企业_87_优质有限公司,合资,2010,AAA,0.0467,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",19877280.0,12731237.0,3489673,7146043,B,9314987,182993,293302,3,34375087,4313989,100%,0,0,0,否,10608085,1250347,未命中,未命中,未命中,正常,260704,92103,35374,否,否,计算机服务业,广州分行
False,否,测试企业_88_优质有限公司,国有,2019,A,0.0671,否,贷后检查：企业订单量稳定，现金流充裕。,35379716.0,25819496.0,4785931,9560220,B,3294409,888550,185686,1,22827626,3542124,100%,0,0,0,否,7045021,1865702,未命中,未命中,未命中,正常,90976,20782,27078,否,否,交通运输,北京分行
True,是,测试企业_89_风险有限公司,民营,2018,C,0.6526,是,贷后检查：企业存在延迟付息情况，需关注。,10445990.0,11253251.0,-465286,-807261,C,4116,-296647,847,9,23243553,2957133,57%,5,3,993102,是,2843360,2767462,命中,未命中,命中,高风险,304722,251225,244583,否,否,计算机服务业,成都分行
True,是,测试企业_90_风险有限公司,国有,2022,C,0.8729,是,贷后检查：企业实际控制人失联，风险陡增。,18279196.0,23864835.0,-2768534,-5585639,C,13659,-239159,159,10,38671101,1244071,80%,2,3,615303,是,8113609,7008751,命中,未命中,命中,高风险,490032,419398,477491,否,是,制造业,成都分行
False,否,测试企业_91_优质有限公司,合资,2017,AA,0.1384,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",31774701.0,25337085.0,3142850,6437616,B,9408443,924109,151200,2,28969066,4284428,100%,0,0,0,否,3857382,706685,未命中,未命中,未命中,正常,72330,29420,27013,否,否,交通运输,深圳分行
True,是,测试企业_92_风险有限公司,合资,2013,C,0.5857,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。",44429240.0,62805239.0,-9215885,-18375999,D,44166,-226142,3167,7,15763416,4790077,50%,4,5,645071,是,15470956,13050273,命中,命中,未命中,高风险,162396,152157,158896,否,是,制造业,北京分行
True,是,测试企业_93_风险有限公司,民营,2019,CC,0.6308,是,贷后检查：企业涉及诉讼，已冻结部分账户。,34644174.0,33373380.0,643948,1270794,C,33415,-473654,1327,10,34842632,4204206,55%,2,3,582297,是,15392084,15392034,命中,命中,命中,高风险,255234,238010,217500,否,是,批发零售,上海分行
False,否,测试企业_94_优质有限公司,合资,2018,AA,0.0227,否,贷后检查：企业订单量稳定，现金流充裕。,33015823.0,27533279.0,2698671,5482544,A,6755180,1187725,403158,4,26271929,2709454,100%,0,0,0,否,6552750,1375682,未命中,未命中,未命中,正常,348341,47514,138167,否,否,计算机服务业,成都分行
False,否,测试企业_95_优质有限公司,民营,2022,A,0.0118,否,贷后检查：企业订单量稳定，现金流充裕。,12626677.0,11307740.0,622098,1318937,A,5508178,1158480,57007,2,48737721,692364,100%,0,0,0,否,14916410,1930189,未命中,未命中,未命中,正常,229652,83892,68872,否,否,餐饮业,深圳分行
False,否,测试企业_96_优质有限公司,民营,2014,AAA,0.053,否,贷后检查：企业近期经营正常，无异常风险信号。,42024716.0,25819100.0,8100132,16205616,A,5612160,1944274,266869,1,16404048,3470370,100%,0,0,0,否,6193295,2311202,未命中,未命中,未命中,正常,100624,40069,29684,否,否,制造业,上海分行
False,否,测试企业_97_优质有限公司,民营,2022,A,0.0289,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",35400780.0,28496567.0,3524596,6904213,B,1244011,301400,334680,1,49925480,2033289,100%,0,0,0,否,2055415,499417,未命中,未命中,未命中,正常,427868,71868,180890,否,否,制造业,成都分行
False,否,测试企业_98_优质有限公司,外资,2014,AA,0.089,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",24754040.0,17462981.0,3564081,7291059,B,8431840,1494495,55348,4,23953008,4249646,100%,0,0,0,否,6112695,1024010,未命中,未命中,未命中,正常,248910,64785,45902,否,否,批发零售,北京分行
False,否,测试企业_99_优质有限公司,外资,2022,AA,0.1071,否,贷后检查：企业近期经营正常，无异常风险信号。,28431211.0,22562184.0,2870761,5869027,A,5444704,1692781,201518,1,5482806,1504881,100%,0,0,0,否,5903781,1818147,未命中,未命中,未命中,正常,130446,57639,30135,否,否,餐饮业,广州分行
