is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_78_优质有限公司,国有,2018,A,0.1016,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",38563025.0,23577101.0,7574396,14985924,A,1357574,811744,407401,4,8562294,3345214,100%,0,0,0,否,19985877,5280728,未命中,未命中,未命中,正常,147488,49870,20672,否,否,建筑业,成都分行
False,否,测试企业_79_优质有限公司,民营,2010,A,0.1274,否,贷后检查：企业订单量稳定，现金流充裕。,36081667.0,31810142.0,2062540,4271525,B,1563450,553075,333791,2,29903330,3015379,100%,0,0,0,否,4008033,409756,未命中,未命中,未命中,正常,291766,33157,82107,否,否,制造业,北京分行
False,否,测试企业_80_优质有限公司,民营,2012,A,0.181,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",19289887.0,12253652.0,3602033,7036235,B,4319826,1030953,343477,2,41684187,3342970,100%,0,0,0,否,16735678,6140770,未命中,未命中,未命中,正常,395388,167046,132864,否,否,制造业,北京分行
True,是,测试企业_81_风险有限公司,国有,2020,CC,0.7554,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业库存积压，销售回款放缓。",26149801.0,25013870.0,509680,1135931,D,11410,-123996,2558,9,13353156,560156,80%,1,3,305968,是,3153749,3018255,命中,命中,未命中,高风险,178367,149474,148994,是,否,交通运输,成都分行
False,否,测试企业_82_优质有限公司,合资,2021,AAA,0.0561,否,贷后检查：企业近期经营正常，无异常风险信号。,46752503.0,28759003.0,9082681,17993500,B,2408697,1204269,419477,2,18339213,4484623,100%,0,0,0,否,11035109,4325595,未命中,未命中,未命中,正常,300027,58044,118556,否,否,建筑业,广州分行
False,否,测试企业_83_优质有限公司,外资,2012,AA,0.1537,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",37628989.0,24083697.0,6860146,13545292,B,8187277,1152790,276127,2,12579396,899344,100%,0,0,0,否,11033790,2399094,未命中,未命中,未命中,正常,311275,120230,147279,否,否,建筑业,广州分行
True,是,测试企业_84_风险有限公司,合资,2012,C,0.6311,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业实际控制人失联，风险陡增。",29676758.0,36904660.0,-3586882,-7227902,C,44816,-304840,291,5,43922865,739137,72%,4,5,154605,是,18021167,16583048,未命中,命中,命中,高风险,349730,309093,339154,是,否,餐饮业,上海分行
False,否,测试企业_85_优质有限公司,国有,2011,AAA,0.0726,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",5140173.0,3958738.0,637705,1181435,A,3930830,1051907,153139,1,35270284,644295,100%,0,0,0,否,16356363,3615889,未命中,未命中,未命中,正常,217523,89880,39101,否,否,建筑业,深圳分行
False,否,测试企业_86_优质有限公司,合资,2017,AAA,0.0494,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",32037358.0,23637083.0,4267564,8400275,B,3789201,1539649,69178,2,46209530,511595,100%,0,0,0,否,17677734,5328087,未命中,未命中,未命中,正常,193209,68119,84344,否,否,建筑业,深圳分行
False,否,测试企业_87_优质有限公司,外资,2019,AAA,0.1886,否,贷后检查：企业订单量稳定，现金流充裕。,43446652.0,37566272.0,2939635,5880380,A,8375818,862697,75585,3,40458011,1196409,100%,0,0,0,否,15757123,2236789,未命中,未命中,未命中,正常,116048,55861,31192,否,否,批发零售,上海分行
False,否,测试企业_88_优质有限公司,合资,2018,AAA,0.0311,否,贷后检查：企业订单量稳定，现金流充裕。,36068155.0,26184604.0,4948445,9883551,B,9849483,1868577,399633,4,26304600,4994257,100%,0,0,0,否,15858633,2377210,未命中,未命中,未命中,正常,54488,21439,17737,否,否,批发零售,上海分行
False,否,测试企业_89_优质有限公司,外资,2022,AAA,0.0189,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",42781948.0,29786790.0,6552225,12995158,A,3456492,698184,198135,4,44234210,2802975,100%,0,0,0,否,3279693,1030071,未命中,未命中,未命中,正常,399089,191994,117891,否,否,餐饮业,成都分行
False,否,测试企业_90_优质有限公司,合资,2010,AA,0.1593,否,贷后检查：企业近期经营正常，无异常风险信号。,10085829.0,6975965.0,1510483,3109864,B,6051192,1679332,434533,4,46513856,4562185,100%,0,0,0,否,6569516,2466314,未命中,未命中,未命中,正常,339366,81116,52646,否,否,制造业,广州分行
True,是,测试企业_91_风险有限公司,国有,2013,CC,0.5242,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。",22796124.0,33569164.0,-5348227,-10773040,D,23105,-118473,4379,5,9494621,899809,67%,2,10,957014,是,18265144,17431007,命中,命中,命中,高风险,254210,225135,210046,是,是,计算机服务业,成都分行
False,否,测试企业_92_优质有限公司,国有,2015,AAA,0.0899,否,贷后检查：企业近期经营正常，无异常风险信号。,36233952.0,25970295.0,5097215,10263657,B,9541529,1660612,236223,1,14788772,4665614,100%,0,0,0,否,19554604,7487870,未命中,未命中,未命中,正常,227393,36059,85150,否,否,建筑业,深圳分行
False,否,测试企业_93_优质有限公司,国有,2018,A,0.0266,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",7496412.0,6741098.0,340107,755314,B,7202582,994010,64798,1,34834323,1829764,100%,0,0,0,否,4382672,941580,未命中,未命中,未命中,正常,346641,36603,67741,否,否,餐饮业,广州分行
False,否,测试企业_94_优质有限公司,外资,2012,AA,0.1342,否,贷后检查：企业订单量稳定，现金流充裕。,21784483.0,19266086.0,1258425,2518397,B,9704450,1285766,135763,1,23421193,4566463,100%,0,0,0,否,5122291,1546040,未命中,未命中,未命中,正常,220212,39223,67201,否,否,计算机服务业,成都分行
False,否,测试企业_95_优质有限公司,国有,2014,A,0.1371,否,贷后检查：企业近期经营正常，无异常风险信号。,1130149.0,763907.0,118139,366242,A,1181988,1154095,103269,4,41662414,4263842,100%,0,0,0,否,4939878,1048346,未命中,未命中,未命中,正常,324917,91597,38329,否,否,制造业,成都分行
False,否,测试企业_96_优质有限公司,民营,2018,AA,0.0829,否,贷后检查：企业近期经营正常，无异常风险信号。,46523566.0,35065277.0,5771633,11458289,A,1867166,559766,326155,2,16979395,4408822,100%,0,0,0,否,9277683,2071261,未命中,未命中,未命中,正常,53634,8182,6122,否,否,批发零售,深圳分行
False,否,测试企业_97_优质有限公司,合资,2014,A,0.1805,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",43757826.0,31280115.0,6329757,12477711,A,1634087,1627848,86247,2,28851233,4854307,100%,0,0,0,否,5156681,1670344,未命中,未命中,未命中,正常,386668,143845,66398,否,否,批发零售,成都分行
False,否,测试企业_98_优质有限公司,外资,2020,A,0.111,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",40928373.0,25398285.0,7851014,15530088,A,3298323,183985,173661,1,21475202,3303470,100%,0,0,0,否,3784006,1218757,未命中,未命中,未命中,正常,308263,65389,108703,否,否,制造业,上海分行
True,是,测试企业_99_风险有限公司,合资,2019,C,0.6721,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业库存积压，销售回款放缓。",20307358.0,23158611.0,-1492866,-2851253,D,12095,-131075,541,8,42390741,3163279,51%,4,4,660602,是,19103328,18624229,命中,命中,命中,高风险,189762,164537,183981,否,否,批发零售,深圳分行
